,Type,timestamp,posX,posY,receivedPosX,receivedPosY,isForwardPass,isSucceeded,receiverId,playerId,receiverTime
0,Pass,2024-10-19 10:25:51.603,51.79,34.06,59.41,32.32,0.0,1.0,97351.0,97355,2024-10-19 10:25:51.801000
1,Pass,2024-10-19 10:25:54.207,60.43,31.64,77.19,33.73,0.0,1.0,97347.0,97351,2024-10-19 10:25:54.207000
2,Pass,2024-10-19 10:26:11.846,79.78,27.18,45.89,-2.5,1.0,0.0,0.0,97347,0
3,Pass,2024-10-19 10:26:15.805,39.95,-0.05,27.39,8.33,0.0,1.0,97370.0,97368,2024-10-19 10:26:15.805000
4,Pass,2024-10-19 10:26:20.314,25.82,14.56,23.01,40.33,0.0,1.0,97369.0,97370,2024-10-19 10:26:20.409000
5,Pass,2024-10-19 10:26:27.866,22.34,40.71,-2.13,41.75,0.0,0.0,0.0,97369,0
6,Pass,2024-10-19 10:26:44.522,28.46,43.43,43.96,40.75,0.0,1.0,97347.0,97355,2024-10-19 10:26:44.601000
7,Pass,2024-10-19 10:26:51.175,44.99,41.5,30.94,59.8,0.0,1.0,97359.0,97347,2024-10-19 10:26:51.203000
8,TacklesAndInterceptions,2024-10-19 10:26:58.821,19.0,52.79,,,,,0.0,97369,0
9,Pass,2024-10-19 10:26:58.921,29.19,61.12,19.85,52.83,1.0,0.0,0.0,97359,0
10,Pass,2024-10-19 10:27:04.771,19.0,52.79,32.15,49.73,1.0,1.0,97373.0,97369,2024-10-19 10:27:04.832000
11,Pass,2024-10-19 10:27:13.876,42.38,46.29,56.56,68.35,0.0,0.0,0.0,97373,0
12,Pass,2024-10-19 10:27:38.344,50.8,21.62,54.29,27.9,0.0,0.0,0.0,97352,0
13,Pass,2024-10-19 10:27:43.004,56.74,32.13,65.28,32.39,0.0,1.0,97347.0,97356,2024-10-19 10:27:43.004000
14,Pass,2024-10-19 10:27:43.806,67.49,32.38,53.26,35.26,1.0,0.0,0.0,97347,0
15,Pass,2024-10-19 10:27:53.400,14.19,54.95,9.82,40.67,0.0,1.0,97358.0,97353,2024-10-19 10:27:53.400000
16,Pass,2024-10-19 10:27:52.703,5.09,42.62,8.66,49.59,0.0,1.0,97355.0,97358,2024-10-19 10:27:52.800000
17,Pass,2024-10-19 10:27:53.000,9.34,50.3,6.33,58.4,0.0,1.0,97353.0,97355,2024-10-19 10:27:53.203000
18,Pass,2024-10-19 10:27:55.269,5.09,55.11,23.48,57.44,0.0,1.0,97359.0,97353,2024-10-19 10:27:55.401000
19,Pass,2024-10-19 10:27:57.000,19.35,57.12,17.43,50.56,0.0,0.0,0.0,97359,0
20,TacklesAndInterceptions,2024-10-19 10:27:57.000,17.31,53.42,,,,,0.0,97373,0
21,Pass,2024-10-19 10:28:08.213,25.18,2.18,34.42,4.37,1.0,1.0,97376.0,97368,2024-10-19 10:28:08.401000
22,Pass,2024-10-19 10:28:12.127,33.72,5.38,39.86,0.34,1.0,1.0,97368.0,97376,2024-10-19 10:28:12.127000
23,Pass,2024-10-19 10:28:12.007,37.52,1.32,40.4,0.69,1.0,1.0,97376.0,97368,2024-10-19 10:28:12.203000
24,Pass,2024-10-19 10:28:19.672,46.63,-0.02,49.15,-2.87,0.0,0.0,0.0,97376,0
25,Pass,2024-10-19 10:28:39.265,49.12,-3.93,-3.65,38.64,1.0,0.0,0.0,97351,0
26,Pass,2024-10-19 10:29:22.802,9.87,0.86,8.86,5.66,0.0,1.0,97355.0,97352,2024-10-19 10:29:22.802000
27,Pass,2024-10-19 10:29:23.201,9.85,6.79,8.52,1.87,0.0,1.0,97352.0,97355,2024-10-19 10:29:23.404000
28,Pass,2024-10-19 10:29:27.811,4.04,2.58,-1.23,15.55,0.0,0.0,0.0,97352,0
29,Pass,2024-10-19 10:29:55.002,16.28,30.97,21.62,35.06,0.0,1.0,97358.0,97347,2024-10-19 10:29:55.201000
30,TacklesAndInterceptions,2024-10-19 10:30:06.803,20.11,13.27,,,,,0.0,97368,0
31,Pass,2024-10-19 10:30:06.803,23.65,15.5,18.6,12.11,1.0,0.0,0.0,97358,0
32,Pass,2024-10-19 10:30:10.201,15.95,6.19,36.48,-1.43,1.0,0.0,0.0,97368,0
33,Pass,2024-10-19 10:30:16.805,40.19,1.38,40.97,-2.48,0.0,0.0,0.0,97352,0
34,Pass,2024-10-19 10:30:23.202,36.6,0.41,22.48,5.69,1.0,1.0,96901.0,97356,2024-10-19 10:30:23.407000
35,Pass,2024-10-19 10:30:27.600,22.72,4.19,18.14,14.19,0.0,0.0,0.0,96901,0
36,TacklesAndInterceptions,2024-10-19 10:30:25.601,18.62,14.35,,,,,0.0,97373,0
37,Pass,2024-10-19 10:30:27.203,17.3,13.68,21.05,7.5,0.0,1.0,97368.0,97373,2024-10-19 10:30:27.400000
38,TacklesAndInterceptions,2024-10-19 10:30:40.400,34.4,52.34,,,,,0.0,96901,0
39,Pass,2024-10-19 10:30:40.507,17.14,33.8,33.58,54.0,0.0,0.0,0.0,97369,0
40,Pass,2024-10-19 10:31:31.603,46.93,24.46,41.23,27.55,1.0,1.0,97355.0,97347,2024-10-19 10:31:31.802000
41,Pass,2024-10-19 10:31:32.602,39.08,26.45,44.68,29.85,0.0,1.0,96901.0,97355,2024-10-19 10:31:32.809000
42,Pass,2024-10-19 10:31:36.200,45.85,31.76,14.45,15.92,1.0,1.0,97358.0,96901,2024-10-19 10:31:36.201000
43,Pass,2024-10-19 10:31:41.001,12.37,10.89,14.16,28.9,0.0,0.0,0.0,97358,0
44,Pass,2024-10-19 10:32:21.363,14.05,29.74,-3.11,40.22,0.0,0.0,0.0,97369,0
45,Pass,2024-10-19 10:32:34.802,79.74,13.48,70.85,8.1,1.0,1.0,97352.0,97356,2024-10-19 10:32:34.802000
46,Pass,2024-10-19 10:32:35.602,70.7,7.37,77.28,11.25,0.0,1.0,97356.0,97352,2024-10-19 10:32:35.602000
47,Pass,2024-10-19 10:32:58.410,23.58,13.96,19.24,30.68,0.0,1.0,97369.0,97370,2024-10-19 10:32:58.410000
48,Pass,2024-10-19 10:32:58.410,18.08,34.0,20.74,16.73,0.0,1.0,97370.0,97369,2024-10-19 10:32:58.805000
49,Pass,2024-10-19 10:33:32.801,20.37,16.98,31.22,68.55,0.0,0.0,0.0,97370,0
50,Pass,2024-10-19 10:33:48.959,17.58,64.66,24.06,27.36,0.0,1.0,97368.0,96905,2024-10-19 10:33:49.000000
51,Pass,2024-10-19 10:34:03.209,67.56,38.42,30.2,22.74,1.0,1.0,97358.0,97347,2024-10-19 10:34:03.401000
52,TacklesAndInterceptions,2024-10-19 10:34:04.415,23.98,19.59,,,,,0.0,97370,0
53,Pass,2024-10-19 10:34:05.809,22.15,18.23,21.23,22.1,0.0,1.0,97368.0,97370,2024-10-19 10:34:06.000000
54,Pass,2024-10-19 10:34:10.008,24.48,28.1,27.88,29.11,1.0,0.0,0.0,97368,0
55,TacklesAndInterceptions,2024-10-19 10:34:10.008,28.5,29.26,,,,,0.0,97351,0
56,Pass,2024-10-19 10:34:11.200,27.65,29.89,25.46,26.52,0.0,0.0,0.0,97351,0
57,Pass,2024-10-19 10:34:43.200,21.89,19.9,22.73,34.82,0.0,1.0,97353.0,97358,2024-10-19 10:34:43.200000
58,Pass,2024-10-19 10:34:45.806,28.64,29.9,27.5,23.06,0.0,1.0,97358.0,97353,2024-10-19 10:34:46.010000
59,Shot,2024-10-19 10:34:47.611,27.14,22.09,,,,,0.0,97358,0
60,TacklesAndInterceptions,2024-10-19 10:34:53.804,8.36,15.99,,,,,0.0,97370,0
61,Pass,2024-10-19 10:34:57.210,10.71,16.58,17.27,20.98,1.0,0.0,0.0,97370,0
62,TacklesAndInterceptions,2024-10-19 10:34:57.001,20.83,22.76,,,,,0.0,97351,0
63,Pass,2024-10-19 10:35:07.204,48.51,27.94,42.81,31.97,1.0,1.0,97356.0,97347,2024-10-19 10:35:07.800000
64,Pass,2024-10-19 10:35:10.000,38.95,30.08,30.3,33.98,1.0,0.0,0.0,97356,0
65,TacklesAndInterceptions,2024-10-19 10:35:10.000,28.95,34.13,,,,,0.0,97369,0
66,Pass,2024-10-19 10:35:13.800,36.03,35.9,44.33,41.83,1.0,1.0,97372.0,97369,2024-10-19 10:35:13.800000
67,Pass,2024-10-19 10:35:25.200,89.94,43.52,88.92,32.12,0.0,1.0,97376.0,97372,2024-10-19 10:35:25.405000
68,Pass,2024-10-19 10:35:26.801,89.13,33.3,77.54,29.72,0.0,0.0,0.0,97376,0
69,Pass,2024-10-19 10:35:41.190,45.12,9.15,32.18,35.17,0.0,1.0,97369.0,97370,2024-10-19 10:35:41.204000
70,Pass,2024-10-19 10:35:42.802,32.38,33.86,40.98,34.39,1.0,1.0,97373.0,97369,2024-10-19 10:35:43.201000
71,Pass,2024-10-19 10:35:47.027,41.09,34.61,40.0,9.16,0.0,1.0,97370.0,97373,2024-10-19 10:35:47.201000
72,Pass,2024-10-19 10:35:51.768,44.83,7.52,83.31,-4.23,1.0,0.0,0.0,97370,0
73,Pass,2024-10-19 10:36:12.801,87.14,0.75,69.13,4.96,1.0,1.0,97358.0,97356,2024-10-19 10:36:13.217000
74,Pass,2024-10-19 10:36:15.001,71.8,5.6,68.7,10.69,0.0,0.0,0.0,97358,0
75,TacklesAndInterceptions,2024-10-19 10:36:15.001,69.14,10.21,,,,,0.0,97373,0
76,Pass,2024-10-19 10:36:18.547,66.47,12.06,49.66,31.11,0.0,1.0,96905.0,97373,2024-10-19 10:36:18.603000
77,Pass,2024-10-19 10:36:25.050,53.82,37.7,77.32,61.0,1.0,1.0,97372.0,96905,2024-10-19 10:36:25.202000
78,TacklesAndInterceptions,2024-10-19 10:36:31.800,84.82,46.42,,,,,0.0,97346,0
79,Pass,2024-10-19 10:36:31.948,77.22,63.08,82.8,45.86,0.0,0.0,0.0,97372,0
80,TacklesAndInterceptions,2024-10-19 10:36:43.408,18.41,20.86,,,,,0.0,97370,0
81,Pass,2024-10-19 10:36:43.569,65.25,35.38,18.98,21.3,1.0,0.0,0.0,97346,0
82,Pass,2024-10-19 10:36:50.317,18.31,20.63,32.41,41.06,0.0,1.0,97369.0,97370,2024-10-19 10:36:50.402000
83,Pass,2024-10-19 10:36:56.405,33.66,42.46,37.07,56.53,0.0,1.0,96905.0,97369,2024-10-19 10:36:56.405000
84,Pass,2024-10-19 10:36:55.803,36.59,56.21,59.48,35.55,1.0,0.0,0.0,96905,0
85,Pass,2024-10-19 10:36:57.001,58.44,37.09,53.35,40.28,1.0,1.0,96901.0,97356,2024-10-19 10:36:57.202000
86,Pass,2024-10-19 10:37:04.169,77.16,29.19,85.41,31.83,1.0,0.0,0.0,97376,0
87,Pass,2024-10-19 10:37:16.094,85.36,33.76,22.54,70.99,1.0,0.0,0.0,97346,0
88,Pass,2024-10-19 10:37:55.731,69.37,66.58,22.55,56.59,1.0,1.0,97353.0,97359,2024-10-19 10:37:55.801000
89,Pass,2024-10-19 10:37:56.800,19.58,56.24,14.98,53.57,1.0,0.0,0.0,97353,0
90,Pass,2024-10-19 10:38:02.614,5.87,51.39,-3.83,39.73,0.0,0.0,0.0,97353,0
91,Pass,2024-10-19 10:38:14.300,26.42,14.11,14.84,18.82,1.0,0.0,0.0,96901,0
92,TacklesAndInterceptions,2024-10-19 10:38:14.000,14.87,17.89,,,,,0.0,97370,0
93,Pass,2024-10-19 10:38:20.401,12.97,19.7,68.91,32.74,1.0,0.0,0.0,97370,0
94,TacklesAndInterceptions,2024-10-19 10:38:26.202,78.13,31.07,,,,,0.0,97347,0
95,Pass,2024-10-19 10:38:26.202,85.51,30.47,77.75,30.94,0.0,0.0,0.0,97374,0
96,Pass,2024-10-19 10:38:28.408,72.77,31.15,61.5,28.41,1.0,1.0,96901.0,97347,2024-10-19 10:38:28.408000
97,Pass,2024-10-19 10:38:32.603,61.3,29.29,74.41,-1.32,0.0,0.0,0.0,96901,0
98,Pass,2024-10-19 10:38:48.200,79.09,0.42,91.31,3.41,1.0,0.0,0.0,97368,0
99,Pass,2024-10-19 10:38:49.603,92.02,2.76,92.74,-1.16,0.0,0.0,0.0,97356,0
100,Pass,2024-10-19 10:39:07.207,92.67,0.18,93.82,-4.81,0.0,0.0,0.0,97368,0
101,Pass,2024-10-19 10:39:11.602,87.78,9.78,90.47,16.6,0.0,0.0,0.0,97376,0
102,Pass,2024-10-19 10:39:24.292,35.9,10.24,30.02,17.82,0.0,1.0,97373.0,97370,2024-10-19 10:39:24.405000
103,Pass,2024-10-19 10:39:29.520,29.77,18.48,48.71,63.62,0.0,1.0,96905.0,97373,2024-10-19 10:39:29.609000
104,Pass,2024-10-19 10:39:34.353,51.67,62.54,34.27,28.3,0.0,1.0,97370.0,96905,2024-10-19 10:39:34.411000
105,Pass,2024-10-19 10:39:40.202,39.87,26.86,75.82,43.28,1.0,0.0,0.0,97370,0
106,TacklesAndInterceptions,2024-10-19 10:39:40.202,77.11,39.88,,,,,0.0,97346,0
107,Pass,2024-10-19 10:39:42.613,77.11,39.88,79.74,55.04,0.0,1.0,97359.0,97346,2024-10-19 10:39:42.613000
108,Pass,2024-10-19 10:39:46.495,76.02,61.42,57.84,63.32,1.0,1.0,97353.0,97359,2024-10-19 10:39:46.602000
109,Pass,2024-10-19 10:40:00.004,66.42,62.48,38.28,59.88,0.0,1.0,97369.0,96905,2024-10-19 10:40:00.206000
110,Pass,2024-10-19 10:40:20.330,19.24,61.62,40.45,58.89,0.0,1.0,97346.0,97359,2024-10-19 10:40:20.407000
111,Pass,2024-10-19 10:40:24.803,43.13,59.48,36.79,55.48,1.0,1.0,96901.0,97346,2024-10-19 10:40:25.000000
112,Pass,2024-10-19 10:40:25.803,38.04,56.81,14.69,20.01,0.0,0.0,0.0,96901,0
113,Pass,2024-10-19 10:40:32.817,40.24,50.66,46.0,65.14,0.0,0.0,0.0,96901,0
114,TacklesAndInterceptions,2024-10-19 10:40:32.602,44.97,64.94,,,,,0.0,96905,0
115,Pass,2024-10-19 10:40:42.325,47.72,67.38,41.52,45.98,0.0,1.0,97373.0,96905,2024-10-19 10:40:42.404000
116,Pass,2024-10-19 10:40:45.445,42.08,42.7,36.04,51.57,0.0,1.0,97369.0,97373,2024-10-19 10:40:45.601000
117,Pass,2024-10-19 10:40:48.604,34.85,50.68,37.14,38.95,0.0,1.0,97373.0,97369,2024-10-19 10:40:48.604000
118,Pass,2024-10-19 10:40:51.889,36.81,39.11,72.53,51.84,1.0,0.0,0.0,97373,0
119,TacklesAndInterceptions,2024-10-19 10:40:51.600,73.63,52.24,,,,,0.0,97359,0
120,Pass,2024-10-19 10:40:53.802,73.63,52.24,60.61,50.36,1.0,1.0,97351.0,97359,2024-10-19 10:40:53.802000
121,Pass,2024-10-19 10:40:57.280,61.98,56.28,32.8,57.38,1.0,0.0,0.0,97351,0
122,Pass,2024-10-19 10:40:59.203,30.53,57.68,35.42,57.75,1.0,1.0,97373.0,97369,2024-10-19 10:40:59.203000
123,Pass,2024-10-19 10:41:00.619,38.81,56.18,23.8,66.23,0.0,1.0,97369.0,97373,2024-10-19 10:41:00.809000
124,Pass,2024-10-19 10:41:11.406,27.89,27.8,31.55,18.96,0.0,1.0,97356.0,96901,2024-10-19 10:41:11.600000
125,Pass,2024-10-19 10:41:17.115,33.35,19.22,-3.47,-0.76,1.0,0.0,0.0,97356,0
126,Pass,2024-10-19 10:41:36.196,1.77,1.77,29.09,5.59,1.0,1.0,97376.0,97368,2024-10-19 10:41:36.201000
127,Pass,2024-10-19 10:41:53.314,29.66,5.52,19.57,40.81,0.0,1.0,97369.0,97376,2024-10-19 10:41:53.413000
128,Pass,2024-10-19 10:41:57.597,22.57,43.09,39.29,61.6,0.0,1.0,96905.0,97369,2024-10-19 10:41:57.601000
129,Pass,2024-10-19 10:42:05.962,39.76,62.81,70.21,60.96,1.0,0.0,0.0,96905,0
130,Pass,2024-10-19 10:42:10.812,59.26,53.3,66.31,43.57,0.0,0.0,0.0,96905,0
131,TacklesAndInterceptions,2024-10-19 10:42:10.812,68.54,43.93,,,,,0.0,97347,0
132,Pass,2024-10-19 10:42:11.601,66.14,43.71,62.81,42.25,1.0,1.0,97351.0,97347,2024-10-19 10:42:11.803000
133,Pass,2024-10-19 10:42:13.817,63.42,44.85,53.37,34.9,1.0,1.0,97358.0,97351,2024-10-19 10:42:14.001000
134,Pass,2024-10-19 10:42:15.881,57.95,30.44,37.28,44.3,1.0,1.0,97355.0,97358,2024-10-19 10:42:32.807000
135,Pass,2024-10-19 10:42:33.694,11.39,48.95,33.72,47.33,0.0,0.0,0.0,97355,0
136,TacklesAndInterceptions,2024-10-19 10:42:33.606,33.76,47.58,,,,,0.0,97369,0
137,Pass,2024-10-19 10:42:40.805,34.47,47.59,40.48,58.87,0.0,1.0,96905.0,97369,2024-10-19 10:42:40.807000
138,Pass,2024-10-19 10:42:43.000,42.46,61.14,31.99,52.13,0.0,1.0,97369.0,96905,2024-10-19 10:42:43.201000
139,Pass,2024-10-19 10:42:59.633,31.66,52.38,97.99,33.15,1.0,0.0,0.0,97369,0
140,TacklesAndInterceptions,2024-10-19 10:42:59.404,97.56,43.24,,,,,0.0,97347,0
141,Pass,2024-10-19 10:43:08.739,97.56,43.24,94.67,0.65,0.0,1.0,97352.0,97347,2024-10-19 10:43:08.801000
142,Pass,2024-10-19 10:43:21.201,87.92,0.62,69.12,6.48,1.0,0.0,0.0,97356,0
143,TacklesAndInterceptions,2024-10-19 10:43:21.201,69.62,6.69,,,,,0.0,97370,0
144,Pass,2024-10-19 10:43:22.405,69.31,6.78,62.46,5.4,0.0,1.0,97369.0,97370,2024-10-19 10:43:22.602000
145,Pass,2024-10-19 10:43:24.003,63.08,3.49,66.96,-1.02,0.0,0.0,0.0,97369,0
146,Pass,2024-10-19 10:43:40.201,59.96,0.67,43.03,4.45,1.0,1.0,96901.0,97356,2024-10-19 10:43:40.201000
147,Pass,2024-10-19 10:43:50.081,43.49,5.04,35.54,-2.28,1.0,0.0,0.0,96901,0
148,Pass,2024-10-19 10:44:15.097,43.25,0.66,38.75,37.42,0.0,1.0,97369.0,97368,2024-10-19 10:44:15.205000
149,TacklesAndInterceptions,2024-10-19 10:44:17.608,29.47,20.47,,,,,0.0,97358,0
150,Pass,2024-10-19 10:44:17.715,39.35,40.54,28.47,20.63,0.0,0.0,0.0,97369,0
151,Pass,2024-10-19 10:44:24.400,25.79,18.43,11.81,10.3,1.0,1.0,97352.0,97358,2024-10-19 10:44:24.603000
152,Pass,2024-10-19 10:44:26.384,12.13,10.36,8.09,46.21,0.0,1.0,97353.0,97352,2024-10-19 10:44:26.400000
153,Pass,2024-10-19 10:44:28.002,8.26,46.68,-1.31,53.86,1.0,0.0,0.0,97353,0
154,Pass,2024-10-19 10:44:42.601,4.96,42.94,-1.25,35.17,0.0,0.0,0.0,97369,0
155,Pass,2024-10-19 10:45:30.001,28.86,63.6,16.12,58.11,1.0,1.0,97355.0,97346,2024-10-19 10:45:30.001000
156,Pass,2024-10-19 10:45:34.952,13.15,55.48,42.17,45.86,0.0,1.0,97347.0,97355,2024-10-19 10:45:35.003000
157,Pass,2024-10-19 10:45:40.205,38.25,36.48,26.72,11.35,0.0,1.0,97352.0,97347,2024-10-19 10:45:40.205000
158,Pass,2024-10-19 10:45:49.608,11.13,11.48,5.35,23.47,0.0,1.0,97355.0,97352,2024-10-19 10:45:49.608000
159,Pass,2024-10-19 10:45:48.005,5.0,23.93,7.98,24.02,0.0,1.0,96901.0,97355,2024-10-19 10:45:48.005000
160,Shot,2024-10-19 10:45:48.005,9.59,22.83,,,,,0.0,96901,0
161,Pass,2024-10-19 10:46:22.782,-2.59,0.09,24.35,33.51,0.0,0.0,0.0,97353,0
162,Pass,2024-10-19 10:46:24.205,24.91,33.66,28.37,36.07,0.0,1.0,97358.0,97351,2024-10-19 10:46:24.426000
163,Pass,2024-10-19 10:46:59.041,32.08,33.56,36.51,68.35,0.0,0.0,0.0,96901,0
164,Pass,2024-10-19 10:47:22.455,78.42,3.44,58.22,25.42,0.0,1.0,97373.0,97368,2024-10-19 10:47:22.601000
165,Pass,2024-10-19 10:47:25.804,58.47,26.01,50.47,-1.22,0.0,0.0,0.0,97373,0
166,Pass,2024-10-19 10:47:39.403,53.92,0.33,56.7,5.26,0.0,0.0,0.0,97368,0
167,Pass,2024-10-19 10:48:01.312,83.22,50.88,73.52,32.63,0.0,0.0,0.0,96905,0
168,Pass,2024-10-19 10:48:14.413,32.84,29.22,8.66,43.63,0.0,1.0,97369.0,97370,2024-10-19 10:48:14.617000
169,Pass,2024-10-19 10:48:19.201,22.94,54.5,32.83,64.84,0.0,1.0,96905.0,97369,2024-10-19 10:48:19.403000
170,TacklesAndInterceptions,2024-10-19 10:48:22.042,49.09,39.02,,,,,0.0,97356,0
171,Pass,2024-10-19 10:48:22.042,32.73,65.07,49.24,39.55,0.0,0.0,0.0,96905,0
172,Pass,2024-10-19 10:48:26.841,46.38,40.25,40.05,31.67,0.0,1.0,97358.0,97356,2024-10-19 10:48:27.009000
173,Pass,2024-10-19 10:48:30.400,35.12,38.74,33.36,43.99,0.0,0.0,0.0,97358,0
174,Pass,2024-10-19 10:48:35.015,31.76,47.49,27.27,58.86,0.0,1.0,97359.0,97358,2024-10-19 10:48:36.611000
175,Pass,2024-10-19 10:48:42.700,28.58,58.57,27.65,12.18,0.0,1.0,97352.0,97359,2024-10-19 10:48:42.808000
176,Pass,2024-10-19 10:48:48.002,28.2,12.32,32.37,24.53,0.0,1.0,97358.0,97352,2024-10-19 10:48:48.602000
177,Pass,2024-10-19 10:48:54.079,32.73,26.88,9.31,52.87,0.0,0.0,0.0,97358,0
178,Pass,2024-10-19 10:48:56.298,12.14,52.9,3.26,45.36,0.0,1.0,97369.0,96905,2024-10-19 10:48:56.402000
179,Pass,2024-10-19 10:48:58.016,3.42,42.46,5.17,50.94,0.0,1.0,96905.0,97369,2024-10-19 10:48:58.016000
180,Pass,2024-10-19 10:49:29.121,23.1,4.38,75.84,13.85,0.0,1.0,97347.0,97352,2024-10-19 10:49:29.203000
181,TacklesAndInterceptions,2024-10-19 10:49:31.400,84.74,3.04,,,,,0.0,97374,0
182,Pass,2024-10-19 10:49:33.604,84.74,3.04,67.29,13.86,0.0,1.0,97376.0,97374,2024-10-19 10:49:33.604000
183,Pass,2024-10-19 10:49:37.401,69.29,11.98,61.78,24.97,0.0,1.0,97373.0,97376,2024-10-19 10:49:37.401000
184,Pass,2024-10-19 10:50:27.181,61.09,26.5,41.77,39.36,0.0,1.0,96905.0,97373,2024-10-19 10:50:27.209000
185,Pass,2024-10-19 10:50:31.402,40.11,43.58,43.06,30.44,0.0,0.0,0.0,96905,0
186,Pass,2024-10-19 10:50:41.000,38.94,61.16,71.24,47.97,1.0,0.0,0.0,96905,0
187,TacklesAndInterceptions,2024-10-19 10:50:41.202,72.0,49.58,,,,,0.0,97346,0
188,Pass,2024-10-19 10:50:59.547,73.09,45.56,25.44,9.23,1.0,1.0,97352.0,97346,2024-10-19 10:50:59.605000
189,Pass,2024-10-19 10:51:01.613,25.29,12.41,16.57,13.92,1.0,1.0,97355.0,97352,2024-10-19 10:51:01.801000
